,day_of_week,NEIGHBORHOOD_ID,TIME,GEO_LAT,GEO_LON
343,Tuesday,sunnyside,08:00:00,39.7770122,-105.0038999
344,Saturday,highland,16:00:00,39.7645302,-105.0099181
345,Friday,north-park-hill,12:00:00,39.7563695,-104.934226
346,Sunday,union-station,04:00:00,39.7530543,-104.9999509
347,Sunday,congress-park,12:00:00,39.7346431,-104.9410505
348,Sunday,city-park-west,04:00:00,39.7461326,-104.9714682
349,Saturday,cbd,04:00:00,39.7402976,-104.9949212
350,Saturday,cbd,16:00:00,39.7443148,-104.9913077
351,Saturday,civic-center,12:00:00,39.7384313,-104.98741399999999
352,Sunday,montbello,12:00:00,39.7904909,-104.8375316
353,Sunday,montbello,12:00:00,39.7904909,-104.8375316
354,Saturday,cbd,04:00:00,39.7402976,-104.9949212
355,Saturday,platt-park,12:00:00,39.6797054,-104.9871464
356,Sunday,civic-center,16:00:00,39.7356708,-104.9895996
357,Sunday,westwood,08:00:00,39.7083041,-105.0334781
358,Friday,barnum,04:00:00,39.7139891,-105.0271841
359,Sunday,athmar-park,04:00:00,39.7102587,-105.0191478
360,Sunday,sunnyside,08:00:00,39.7750738,-105.0025368
361,Saturday,jefferson-park,04:00:00,39.7485762,-105.0243157
362,Friday,lincoln-park,12:00:00,39.7362213,-104.9975996
363,Friday,union-station,04:00:00,39.7522747,-104.99291799999999
364,Friday,east-colfax,04:00:00,39.7343338,-104.8978406
365,Wednesday,washington-park-west,04:00:00,39.7026806,-104.9789428
366,Sunday,fort-logan,04:00:00,39.6354061,-105.0507569
367,Friday,civic-center,12:00:00,39.7392456,-104.9909711
368,Sunday,globeville,08:00:00,39.7714613,-104.9922811
369,Saturday,civic-center,12:00:00,39.7384313,-104.98741399999999
370,Monday,civic-center,04:00:00,39.7398975,-104.987485
371,Sunday,bear-valley,04:00:00,39.660672999999996,-105.0583917
372,Wednesday,villa-park,08:00:00,39.7337449,-105.0505004
373,Monday,capitol-hill,16:00:00,39.7340739,-104.9779166
374,Wednesday,mar-lee,16:00:00,39.6947343,-105.0377012
375,Sunday,ruby-hill,16:00:00,39.6857829,-105.0062361
376,Saturday,congress-park,16:00:00,39.7383563,-104.9483709
377,Saturday,harvey-park,08:00:00,39.6691223,-105.0409711
378,Monday,barnum,16:00:00,39.7245281,-105.03126200000001
379,Monday,civic-center,04:00:00,39.7398975,-104.987485
380,Sunday,cbd,08:00:00,39.747101,-104.9906224
381,Friday,washington-virginia-vale,12:00:00,39.7077602,-104.9266065
382,Wednesday,marston,08:00:00,39.6267589,-105.1003199
383,Wednesday,civic-center,08:00:00,39.7350087,-104.9920294
384,Wednesday,civic-center,08:00:00,39.7350087,-104.9920294
385,Monday,regis,12:00:00,39.7886523,-105.0412308
386,Monday,lincoln-park,08:00:00,39.7331432,-104.9968039
387,Sunday,northeast-park-hill,04:00:00,39.764945000000004,-104.9278498
388,Thursday,ruby-hill,16:00:00,39.6851686,-105.0243687
389,Wednesday,washington-virginia-vale,12:00:00,39.7070035,-104.9200799
390,Monday,montbello,16:00:00,39.7824475,-104.8230797
391,Tuesday,university,16:00:00,39.6836758,-104.9621106
392,Wednesday,lincoln-park,12:00:00,39.7274387,-104.9968413
