,day_of_week,NEIGHBORHOOD_ID,TIME
47571,Wednesday,jefferson-park,16:00:00
13831,Thursday,wellshire,12:00:00
8732,Thursday,cherry-creek,08:00:00
45174,Saturday,cbd,04:00:00
2479,Monday,washington-virginia-vale,04:00:00
43724,Saturday,capitol-hill,20:00:00
12146,Saturday,congress-park,08:00:00
15448,Friday,highland,04:00:00
33400,Wednesday,highland,20:00:00
23266,Friday,sloan-lake,20:00:00
28047,Friday,gateway-green-valley-ranch,23:59:00
39465,Saturday,lowry-field,23:59:00
25331,Friday,sloan-lake,16:00:00
1966,Thursday,harvey-park,12:00:00
19817,Thursday,west-colfax,04:00:00
53712,Wednesday,capitol-hill,20:00:00
25749,Saturday,congress-park,20:00:00
33359,Sunday,sunnyside,20:00:00
51266,Sunday,lincoln-park,20:00:00
5253,Saturday,barnum,12:00:00
13791,Saturday,civic-center,04:00:00
21391,Friday,elyria-swansea,08:00:00
27989,Friday,dia,23:59:00
21905,Sunday,chaffee-park,23:59:00
53170,Friday,cbd,20:00:00
42446,Wednesday,mar-lee,20:00:00
54495,Monday,civic-center,20:00:00
8109,Thursday,cbd,12:00:00
5706,Monday,westwood,08:00:00
49816,Monday,highland,23:59:00
53771,Wednesday,lincoln-park,16:00:00
50587,Wednesday,west-colfax,04:00:00
16013,Saturday,union-station,04:00:00
222,Tuesday,lincoln-park,12:00:00
10560,Saturday,cole,04:00:00
35208,Thursday,berkeley,20:00:00
35587,Monday,montbello,23:59:00
29790,Thursday,stapleton,20:00:00
15062,Sunday,south-park-hill,12:00:00
52743,Sunday,five-points,20:00:00
30169,Wednesday,baker,04:00:00
16978,Friday,north-capitol-hill,08:00:00
34288,Tuesday,cheesman-park,23:59:00
27932,Sunday,north-capitol-hill,20:00:00
16994,Wednesday,cole,12:00:00
42163,Sunday,regis,20:00:00
34139,Saturday,five-points,20:00:00
26940,Sunday,university-park,23:59:00
22869,Friday,mar-lee,23:59:00
47468,Saturday,hampden-south,16:00:00
14260,Sunday,cherry-creek,04:00:00
12231,Monday,baker,04:00:00
53174,Thursday,harvey-park,16:00:00
18943,Sunday,washington-virginia-vale,08:00:00
19902,Sunday,union-station,12:00:00
50018,Saturday,montbello,23:59:00
30731,Thursday,jefferson-park,23:59:00
11673,Saturday,montbello,08:00:00
13228,Friday,lincoln-park,08:00:00
19046,Friday,lincoln-park,12:00:00
1896,Thursday,elyria-swansea,16:00:00
13275,Tuesday,cbd,12:00:00
31121,Monday,harvey-park,23:59:00
46935,Monday,harvey-park,20:00:00
35307,Wednesday,five-points,16:00:00
14395,Saturday,east-colfax,16:00:00
7675,Tuesday,college-view-south-platte,12:00:00
1011,Tuesday,athmar-park,12:00:00
23801,Sunday,montbello,20:00:00
45213,Wednesday,baker,23:59:00
7970,Wednesday,capitol-hill,04:00:00
11422,Thursday,kennedy,08:00:00
3164,Wednesday,harvey-park,04:00:00
29415,Thursday,athmar-park,16:00:00
43640,Tuesday,montbello,23:59:00
35929,Tuesday,baker,20:00:00
6903,Tuesday,lincoln-park,12:00:00
50738,Saturday,university-park,23:59:00
29398,Wednesday,south-park-hill,16:00:00
37756,Saturday,five-points,23:59:00
3097,Wednesday,mar-lee,08:00:00
6392,Saturday,cbd,12:00:00
38754,Monday,city-park-west,16:00:00
20382,Tuesday,union-station,16:00:00
20216,Friday,capitol-hill,08:00:00
42225,Thursday,west-highland,16:00:00
25819,Monday,hampden,23:59:00
13410,Tuesday,washington-virginia-vale,12:00:00
3707,Thursday,cheesman-park,16:00:00
42605,Thursday,civic-center,16:00:00
24598,Wednesday,capitol-hill,16:00:00
10136,Saturday,speer,04:00:00
43142,Saturday,hampden,16:00:00
46960,Friday,harvey-park,04:00:00
13119,Sunday,montbello,04:00:00
22207,Thursday,virginia-village,16:00:00
29758,Monday,sunnyside,23:59:00
5925,Friday,gateway-green-valley-ranch,12:00:00
31460,Saturday,villa-park,20:00:00
50711,Friday,montbello,20:00:00
24492,Monday,east-colfax,23:59:00
201,Friday,washington-park-west,12:00:00
32188,Thursday,lincoln-park,23:59:00
478,Wednesday,barnum,08:00:00
34137,Friday,montbello,20:00:00
12542,Monday,hampden,12:00:00
43401,Thursday,cory-merrill,23:59:00
