,day_of_week,NEIGHBORHOOD_ID,TIME
129482,Sunday,lincoln-park,23:59:00
135404,Saturday,east-colfax,23:59:00
45241,Friday,gateway-green-valley-ranch,08:00:00
144752,Monday,southmoor-park,16:00:00
95239,Tuesday,montbello,20:00:00
7595,Tuesday,five-points,04:00:00
113043,Friday,five-points,20:00:00
126274,Tuesday,stapleton,16:00:00
71468,Saturday,stapleton,04:00:00
138483,Friday,cherry-creek,16:00:00
21069,Friday,west-colfax,16:00:00
36732,Tuesday,athmar-park,04:00:00
80230,Tuesday,capitol-hill,23:59:00
69288,Monday,goldsmith,20:00:00
140053,Saturday,virginia-village,20:00:00
87694,Thursday,union-station,23:59:00
127888,Saturday,five-points,16:00:00
111832,Saturday,valverde,20:00:00
105229,Saturday,dia,16:00:00
80569,Saturday,lowry-field,20:00:00
678,Sunday,ruby-hill,08:00:00
88239,Tuesday,montbello,23:59:00
72041,Sunday,overland,20:00:00
11429,Tuesday,montbello,12:00:00
7238,Saturday,sunnyside,04:00:00
30960,Thursday,skyland,12:00:00
23857,Tuesday,stapleton,12:00:00
40604,Friday,five-points,12:00:00
61695,Saturday,belcaro,04:00:00
93209,Wednesday,barnum,16:00:00
145889,Sunday,hale,16:00:00
12527,Wednesday,north-park-hill,08:00:00
89465,Monday,cherry-creek,20:00:00
136988,Wednesday,berkeley,20:00:00
101177,Friday,cbd,20:00:00
70098,Saturday,southmoor-park,23:59:00
124127,Wednesday,stapleton,20:00:00
7356,Friday,athmar-park,08:00:00
89594,Sunday,north-capitol-hill,20:00:00
94069,Sunday,west-colfax,20:00:00
139611,Sunday,bear-valley,16:00:00
58200,Friday,cherry-creek,20:00:00
81217,Thursday,valverde,20:00:00
41794,Saturday,auraria,12:00:00
103210,Tuesday,northeast-park-hill,04:00:00
69213,Saturday,city-park-west,23:59:00
32142,Monday,belcaro,12:00:00
117731,Wednesday,south-park-hill,16:00:00
74418,Friday,capitol-hill,04:00:00
145064,Wednesday,highland,04:00:00
98471,Tuesday,cheesman-park,04:00:00
54381,Monday,stapleton,20:00:00
120727,Thursday,elyria-swansea,04:00:00
146197,Thursday,five-points,20:00:00
78298,Monday,sun-valley,20:00:00
140054,Friday,civic-center,16:00:00
60633,Thursday,north-capitol-hill,04:00:00
61422,Monday,union-station,04:00:00
130174,Wednesday,highland,20:00:00
133886,Friday,union-station,20:00:00
34527,Tuesday,university-hills,08:00:00
43963,Friday,civic-center,16:00:00
83005,Friday,capitol-hill,04:00:00
135684,Tuesday,marston,04:00:00
2396,Tuesday,university-hills,08:00:00
911,Saturday,cheesman-park,04:00:00
87322,Friday,overland,20:00:00
44208,Monday,cory-merrill,12:00:00
106970,Monday,virginia-village,04:00:00
85356,Wednesday,sloan-lake,20:00:00
60407,Sunday,north-park-hill,23:59:00
59491,Monday,gateway-green-valley-ranch,20:00:00
38066,Monday,five-points,12:00:00
68133,Friday,harvey-park-south,16:00:00
15024,Sunday,hampden-south,08:00:00
48092,Monday,speer,16:00:00
103588,Wednesday,speer,23:59:00
81229,Monday,hampden-south,23:59:00
99277,Monday,hampden-south,20:00:00
141753,Tuesday,overland,16:00:00
36410,Saturday,bear-valley,08:00:00
61927,Sunday,goldsmith,16:00:00
97095,Saturday,city-park,23:59:00
2272,Thursday,sloan-lake,12:00:00
147651,Sunday,five-points,16:00:00
116825,Saturday,cheesman-park,20:00:00
71143,Friday,cole,16:00:00
129108,Monday,clayton,23:59:00
63733,Saturday,cbd,20:00:00
31514,Tuesday,baker,08:00:00
95233,Tuesday,west-colfax,20:00:00
128896,Saturday,union-station,23:59:00
134219,Wednesday,university,23:59:00
118571,Saturday,hampden,23:59:00
1599,Sunday,westwood,08:00:00
137999,Wednesday,five-points,20:00:00
12477,Wednesday,north-capitol-hill,12:00:00
67277,Tuesday,valverde,16:00:00
